Gender,Branch,Average GPA,Backlogs,Attendance (%),Skills,Certifications,Internship Domain,Job Role,Company Tier,English Proficiency Score,Hackathons Participated,Interview Performance (1-10),Soft Skills Rating (1-10),Offer Type,CTC (LPA)
Female,EEE,8.25,1,92.64,"AWS, C++, CSS",AWS Certified,IoT,SDE,Tier 1,7.5,4,9.5,7.9,On-campus,42.24
Male,ECE,7.51,0,91.32,"Java, SQL, DSA",AWS Certified,Data Analytics,QA Engineer,Tier 1,6.5,5,4.6,8.2,On-campus,32.83
Male,CSE,8.83,1,98.92,"AWS, SQL, DL, Python",AWS Certified,Web Dev,Business Analyst,Tier 1,5.7,3,5.3,6.9,Off-campus,32.94
Female,ECE,7.46,1,100.0,"CSS, DL, HTML",None,Cybersecurity,Business Analyst,Tier 2,6.7,5,6.2,6.1,Off-campus,28.9
Female,CSE,7.0,0,76.77,"C++, DL, CSS",None,IoT,QA Engineer,Tier 1,6.6,1,8.9,8.9,Off-campus,41.98
Male,CSE,6.44,1,82.65,"DSA, HTML, CSS, Python",Google Cloud,IoT,SDE,Tier 3,7.9,3,5.6,7.0,Off-campus,28.53
Male,ECE,6.24,4,100.0,"Java, DL, DSA, SQL",DataCamp DS,Data Analytics,SDE,Tier 2,7.9,1,9.3,10.0,Off-campus,36.4
Female,EEE,6.39,1,84.72,"AWS, C++",None,IoT,QA Engineer,Tier 3,7.8,0,4.3,6.7,PPO,23.71
Male,IT,7.69,1,86.71,"C++, CSS, ML",DataCamp DS,Data Analytics,DevOps Engineer,Tier 2,6.1,0,9.6,4.4,On-campus,30.72
Male,CIVIL,7.86,0,74.35,"CSS, SQL, AWS",DataCamp DS,Web Dev,DevOps Engineer,Tier 1,6.4,2,7.4,8.1,PPO,39.22
Male,CIVIL,6.39,0,86.05,"C++, DSA",None,IoT,Data Scientist,Tier 2,6.9,5,8.0,4.3,Off-campus,33.8
Female,IT,8.13,0,98.52,"Python, DL",None,Cloud,SDE,Tier 3,7.5,0,6.2,5.5,Off-campus,22.32
Female,CSE,7.16,2,94.01,"CSS, AWS, C++",Google Cloud,AI/ML,SDE,Tier 2,7.2,4,8.7,6.1,On-campus,34.57
Female,CSE,7.6,3,80.73,"AWS, CSS",Coursera ML,Web Dev,QA Engineer,Tier 3,7.8,4,5.0,8.4,PPO,27.93
Female,EEE,8.63,1,82.23,"CSS, C++, ML, DSA",AWS Certified,Cloud,QA Engineer,Tier 1,8.5,1,4.3,7.0,Off-campus,28.5
Female,MECH,8.13,1,77.08,"SQL, ML, HTML, Python",None,Web Dev,DevOps Engineer,Tier 3,6.5,3,6.4,4.2,Off-campus,27.78
Female,ECE,7.31,2,79.04,"AWS, DL, C++, Java",None,Cybersecurity,SDE,Tier 1,6.5,4,9.1,7.7,Off-campus,42.2
Female,CSE,6.88,0,71.63,"AWS, DL, ML, SQL",DataCamp DS,Web Dev,SDE,Tier 3,7.6,1,8.5,6.5,Off-campus,30.51
Male,CIVIL,5.99,1,84.41,"CSS, AWS",Coursera ML,Web Dev,Business Analyst,Tier 1,7.4,3,7.1,9.5,PPO,38.33
Male,EEE,7.0,1,95.57,"ML, DL, C++",None,Cybersecurity,Data Scientist,Tier 3,8.2,0,7.4,7.0,PPO,24.33
Male,ECE,7.35,0,87.49,"DSA, DL, AWS",Coursera ML,IoT,Data Scientist,Tier 1,7.5,1,4.8,8.3,Off-campus,36.05
Male,EEE,6.81,3,94.56,"DL, C++",AWS Certified,AI/ML,DevOps Engineer,Tier 1,9.2,3,9.0,5.3,PPO,40.03
Male,ECE,7.41,1,92.51,"AWS, Python, C++, DL",DataCamp DS,Cloud,SDE,Tier 1,5.9,2,8.7,8.6,Off-campus,40.8
Male,ECE,7.55,1,81.17,"AWS, DSA",Google Cloud,Data Analytics,Business Analyst,Tier 3,8.3,5,7.9,8.3,On-campus,33.43
Male,IT,7.34,1,79.68,"DL, CSS, SQL, C++",AWS Certified,AI/ML,SDE,Tier 3,7.7,5,6.8,9.4,On-campus,31.55
Female,CSE,7.04,0,79.95,"SQL, CSS, AWS, ML",Coursera ML,Web Dev,QA Engineer,Tier 1,6.1,2,9.8,4.2,On-campus,43.04
Female,EEE,7.62,1,72.98,"SQL, Python, DL",Coursera ML,Data Analytics,DevOps Engineer,Tier 2,5.4,4,9.3,6.7,PPO,36.12
Male,EEE,7.81,1,85.23,"CSS, Python, C++",AWS Certified,Cybersecurity,Data Scientist,Tier 1,6.4,5,7.9,8.1,Off-campus,39.1
Male,IT,6.74,2,64.67,"ML, HTML",Coursera ML,AI/ML,SDE,Tier 2,8.7,3,6.2,4.6,On-campus,29.89
Female,CIVIL,8.49,0,89.14,"SQL, CSS, HTML, DL",Google Cloud,IoT,DevOps Engineer,Tier 1,8.6,2,7.7,6.5,On-campus,40.22
Male,CIVIL,7.43,0,85.5,"Python, SQL, Java, DSA",Google Cloud,Cloud,Data Scientist,Tier 3,7.4,4,7.5,9.7,PPO,32.95
Male,CSE,7.51,2,88.3,"CSS, Python, DSA",Coursera ML,AI/ML,SDE,Tier 2,7.1,1,6.4,6.6,PPO,28.18
Female,CSE,8.0,1,92.4,"Python, CSS",Coursera ML,AI/ML,Business Analyst,Tier 3,6.6,1,5.8,9.9,On-campus,27.59
Male,MECH,7.66,1,86.39,"CSS, DL",Google Cloud,IoT,DevOps Engineer,Tier 2,7.3,3,6.4,4.3,Off-campus,33.48
Female,IT,8.17,0,96.42,"ML, AWS",Coursera ML,Data Analytics,SDE,Tier 2,7.0,3,7.4,8.3,Off-campus,34.21
Male,CIVIL,7.7,1,89.35,"ML, AWS, DL",None,Cybersecurity,Data Scientist,Tier 2,9.2,3,6.6,7.5,Off-campus,35.44
Female,ECE,7.07,0,79.7,"HTML, DL",DataCamp DS,IoT,Data Scientist,Tier 2,6.3,5,5.6,7.0,On-campus,31.84
Female,EEE,7.75,0,83.34,"Python, AWS",None,Cybersecurity,Business Analyst,Tier 3,7.9,3,8.6,9.8,PPO,34.61
Female,CSE,6.7,0,69.17,"Java, SQL",Coursera ML,IoT,DevOps Engineer,Tier 2,9.3,2,7.2,4.8,Off-campus,30.21
Male,EEE,7.58,1,78.68,"SQL, AWS",Coursera ML,AI/ML,DevOps Engineer,Tier 1,8.3,2,4.4,9.4,On-campus,34.28
Female,EEE,7.48,1,82.33,"AWS, C++",DataCamp DS,Cybersecurity,SDE,Tier 1,6.4,4,6.2,8.1,On-campus,37.51
Male,MECH,7.35,0,88.82,"ML, C++",Coursera ML,Data Analytics,Data Scientist,Tier 2,6.0,2,9.3,5.6,PPO,31.48
Male,CIVIL,7.41,2,79.75,"Java, CSS",DataCamp DS,Data Analytics,Data Scientist,Tier 3,7.8,5,8.5,9.4,Off-campus,32.12
Male,CSE,6.18,2,76.28,"CSS, AWS, SQL, HTML",Google Cloud,Cloud,Business Analyst,Tier 3,7.7,1,5.9,6.6,On-campus,25.45
Male,EEE,7.12,1,71.79,"HTML, DL, C++",DataCamp DS,Cybersecurity,Business Analyst,Tier 2,8.7,4,9.6,8.9,Off-campus,42.44
Female,CSE,7.56,0,80.83,"SQL, C++, DL",DataCamp DS,Cloud,DevOps Engineer,Tier 3,8.0,2,4.5,6.3,Off-campus,24.55
Female,ECE,7.61,1,98.66,"ML, DL",None,IoT,Data Scientist,Tier 3,7.0,3,9.8,9.1,Off-campus,34.83
Male,MECH,6.78,1,86.9,"AWS, ML",Coursera ML,Web Dev,SDE,Tier 3,6.9,2,5.5,7.8,On-campus,27.79
Male,ECE,8.39,0,91.58,"DL, AWS",Google Cloud,Data Analytics,QA Engineer,Tier 2,6.2,0,4.1,4.8,Off-campus,24.26
Female,CSE,6.89,1,78.7,"Java, DSA",AWS Certified,AI/ML,SDE,Tier 1,7.6,4,6.6,7.9,PPO,37.78
Male,CSE,8.18,1,73.99,"C++, CSS, DL",DataCamp DS,Data Analytics,Business Analyst,Tier 1,6.1,5,6.2,5.1,On-campus,40.75
Female,CIVIL,7.8,3,76.45,"SQL, DL",AWS Certified,Web Dev,SDE,Tier 1,8.4,2,7.2,6.5,On-campus,38.05
Male,EEE,7.05,1,84.32,"CSS, AWS, DSA",Coursera ML,AI/ML,Data Scientist,Tier 1,8.1,2,8.8,5.0,Off-campus,41.3
Male,EEE,8.74,0,71.04,"DSA, DL, AWS, ML",DataCamp DS,Cybersecurity,DevOps Engineer,Tier 1,8.1,5,9.1,4.1,Off-campus,42.56
Female,ECE,6.66,0,77.95,"DSA, DL",AWS Certified,Cybersecurity,QA Engineer,Tier 3,6.2,1,6.4,5.3,Off-campus,21.46
Male,MECH,8.14,0,80.9,"C++, Java, ML",None,Data Analytics,DevOps Engineer,Tier 3,7.4,3,6.6,7.2,On-campus,28.49
Female,IT,8.2,1,75.75,"AWS, DL",AWS Certified,AI/ML,QA Engineer,Tier 3,7.1,3,4.9,6.9,PPO,25.31
Male,EEE,7.03,1,70.13,"DL, HTML, AWS, ML",None,IoT,QA Engineer,Tier 2,7.6,1,4.3,7.0,PPO,28.86
Male,CIVIL,8.47,1,87.03,"HTML, CSS",Google Cloud,AI/ML,Data Scientist,Tier 3,8.0,1,7.8,5.5,On-campus,26.78
Male,ECE,7.32,1,85.32,"Python, Java, DSA, ML",Coursera ML,Cloud,Data Scientist,Tier 1,7.0,0,4.4,8.1,PPO,31.5
Female,ECE,7.7,0,90.45,"CSS, HTML, C++, DL",AWS Certified,Web Dev,Business Analyst,Tier 3,7.0,5,8.4,8.2,Off-campus,30.54
Male,IT,7.68,0,77.23,"DSA, Java",DataCamp DS,Cybersecurity,Business Analyst,Tier 1,8.2,4,7.2,6.1,On-campus,38.19
Male,CIVIL,7.41,0,90.32,"Python, C++, SQL, ML",Coursera ML,Data Analytics,QA Engineer,Tier 3,6.4,3,5.2,9.3,PPO,28.84
Male,MECH,8.07,3,95.71,"C++, AWS, SQL",AWS Certified,AI/ML,Business Analyst,Tier 1,6.8,1,7.2,7.9,On-campus,42.02
Male,CIVIL,8.06,0,86.84,"ML, HTML",DataCamp DS,Cybersecurity,Data Scientist,Tier 3,7.5,1,5.1,8.3,PPO,28.58
Female,MECH,6.28,2,80.73,"DSA, CSS, HTML, Java",DataCamp DS,Data Analytics,Business Analyst,Tier 1,8.4,5,6.6,5.7,On-campus,38.61
Female,CIVIL,8.41,0,86.02,"Java, HTML",DataCamp DS,Cybersecurity,QA Engineer,Tier 1,6.5,4,8.8,4.0,PPO,37.0
Male,CIVIL,6.34,1,80.4,"DSA, DL, CSS",DataCamp DS,Data Analytics,DevOps Engineer,Tier 2,9.3,1,6.8,9.2,On-campus,33.01
Female,CSE,8.22,0,79.23,"DSA, DL, HTML",AWS Certified,Cybersecurity,SDE,Tier 3,6.1,0,4.9,8.9,On-campus,25.55
Male,ECE,8.29,0,89.78,"C++, ML, DL, SQL",Google Cloud,IoT,Business Analyst,Tier 1,9.1,4,8.3,4.7,On-campus,38.46
Male,CIVIL,6.74,2,84.03,"HTML, Java",None,Cloud,Data Scientist,Tier 3,8.7,0,5.1,6.2,On-campus,24.99
Male,IT,7.21,1,93.44,"CSS, SQL, HTML",None,Web Dev,DevOps Engineer,Tier 1,6.1,2,8.4,8.0,On-campus,41.29
Female,CIVIL,6.73,0,81.9,"Python, ML",None,Cybersecurity,Data Scientist,Tier 2,5.9,3,6.9,7.9,Off-campus,33.58
Female,EEE,7.35,1,82.61,"DL, Python",Google Cloud,Web Dev,Business Analyst,Tier 2,8.2,1,6.7,9.2,On-campus,35.8
Female,ECE,7.28,1,81.03,"DSA, Python",DataCamp DS,Cybersecurity,QA Engineer,Tier 2,7.1,4,9.1,4.8,On-campus,32.88
Female,EEE,8.05,0,77.16,"SQL, C++",DataCamp DS,AI/ML,SDE,Tier 2,6.5,0,8.3,6.6,On-campus,35.56
Female,ECE,8.42,0,90.7,"ML, AWS, SQL",Coursera ML,Cloud,SDE,Tier 1,9.3,3,4.2,4.6,PPO,31.96
Female,EEE,8.48,0,100.0,"Python, C++, HTML, DL",None,IoT,DevOps Engineer,Tier 3,6.3,3,5.8,6.3,On-campus,23.89
Female,CIVIL,7.11,0,82.32,"Java, HTML, C++, AWS",None,Cloud,SDE,Tier 2,6.8,1,9.2,4.1,Off-campus,34.31
Female,CIVIL,7.35,0,80.24,"CSS, Python, DSA",DataCamp DS,Web Dev,QA Engineer,Tier 2,6.9,3,4.1,9.4,On-campus,32.5
Female,CSE,6.32,1,79.78,"HTML, DSA",None,AI/ML,Data Scientist,Tier 2,4.7,1,7.3,7.2,PPO,32.31
Male,IT,6.94,3,80.24,"AWS, CSS, DL, DSA",DataCamp DS,Data Analytics,QA Engineer,Tier 3,7.6,2,8.4,9.1,PPO,31.12
Female,EEE,8.18,1,96.55,"C++, CSS, SQL, DSA",DataCamp DS,Cloud,DevOps Engineer,Tier 1,6.6,1,7.7,4.4,On-campus,37.28
Female,MECH,8.63,0,79.97,"DSA, DL, ML, Java",DataCamp DS,IoT,DevOps Engineer,Tier 1,8.3,5,8.6,5.4,On-campus,41.09
Female,CSE,6.64,0,80.9,"DL, AWS",AWS Certified,AI/ML,SDE,Tier 1,8.4,0,8.4,5.6,On-campus,35.95
Female,EEE,7.09,2,76.32,"Java, HTML",AWS Certified,AI/ML,QA Engineer,Tier 1,7.7,5,8.2,6.3,On-campus,37.35
Female,EEE,7.48,0,87.06,"C++, Python, SQL, ML",AWS Certified,Web Dev,Data Scientist,Tier 3,7.7,3,8.9,8.8,PPO,32.07
Female,CSE,7.7,1,84.53,"HTML, CSS, DL",AWS Certified,IoT,QA Engineer,Tier 3,7.7,3,7.9,6.3,On-campus,29.25
Female,CIVIL,6.93,1,77.04,"AWS, HTML, Python, DL",Google Cloud,AI/ML,Data Scientist,Tier 3,6.8,3,6.4,5.2,PPO,25.35
Female,EEE,7.8,3,78.75,"HTML, SQL, ML",Coursera ML,AI/ML,Data Scientist,Tier 2,6.9,1,6.8,4.4,PPO,31.59
Female,CIVIL,7.17,2,95.73,"SQL, DSA",Coursera ML,Data Analytics,QA Engineer,Tier 3,8.8,4,8.3,4.5,Off-campus,28.47
Female,CSE,7.49,0,85.23,"DSA, ML, AWS, SQL",DataCamp DS,Web Dev,Business Analyst,Tier 1,8.2,1,9.3,8.6,PPO,43.42
Female,CIVIL,7.88,0,85.71,"ML, HTML, Python, SQL",None,Web Dev,QA Engineer,Tier 3,7.7,0,5.6,6.7,On-campus,24.82
Male,ECE,7.5,0,85.74,"ML, HTML, DSA, DL",AWS Certified,IoT,Data Scientist,Tier 2,8.1,1,6.1,8.4,On-campus,35.97
Male,MECH,7.19,2,94.76,"ML, AWS, CSS",Coursera ML,AI/ML,DevOps Engineer,Tier 1,7.4,3,9.6,8.1,On-campus,42.69
Female,EEE,7.42,0,77.68,"HTML, DSA, CSS, ML",Coursera ML,Data Analytics,DevOps Engineer,Tier 3,7.7,2,7.5,4.8,On-campus,31.68
Female,IT,7.44,1,82.23,"DL, ML, SQL",AWS Certified,Cybersecurity,SDE,Tier 1,8.1,0,5.1,4.9,Off-campus,33.74
Male,MECH,7.24,1,83.82,"CSS, HTML, SQL",Google Cloud,Cloud,DevOps Engineer,Tier 1,5.4,5,8.0,8.5,Off-campus,39.8
